product_id,product_name,category,subcategory,brand,unit_cost,unit_price
399,Jeans Product 399,Fashion,Jeans,Brand A,12331.34,19716.03
400,Cricket Product 400,Sports,Cricket,Brand B,22807.73,38343.02
401,Saree Product 401,Fashion,Saree,Brand A,20458.16,28854.81
402,Laptop Product 402,Electronics,Laptop,Brand E,23014.58,43889.49
403,Makeup Product 403,Beauty,Makeup,Brand A,4471.83,5967.56
404,Football Product 404,Sports,Football,Brand C,6746.31,10696.65
405,Shirt Product 405,Fashion,Shirt,Brand B,23424.22,34760.45
406,Mobile Product 406,Electronics,Mobile,Brand C,4213.31,7913.09
407,Cricket Product 407,Sports,Cricket,Brand D,26305.97,45815.2
408,Shoes Product 408,Fashion,Shoes,Brand C,29678.35,45028.92
409,Tablet Product 409,Electronics,Tablet,Brand A,25842.6,31365.64
410,Decor Product 410,Home,Decor,Brand B,25617.15,46702.99
411,Kitchen Product 411,Home,Kitchen,Brand D,25162.58,34616.55
412,Football Product 412,Sports,Football,Brand E,7710.04,11602.98
413,Football Product 413,Sports,Football,Brand D,10522.7,15736.32
414,Furniture Product 414,Home,Furniture,Brand A,9898.89,12326.91
415,Headphones Product 415,Electronics,Headphones,Brand D,19747.27,25589.94
416,Fitness Product 416,Sports,Fitness,Brand B,18158.46,24470.85
417,Kitchen Product 417,Home,Kitchen,Brand B,22604.64,27443.71
418,Kitchen Product 418,Home,Kitchen,Brand E,23652.3,34707.64
419,Shirt Product 419,Fashion,Shirt,Brand A,24706.43,40445.0
420,Skincare Product 420,Beauty,Skincare,Brand D,25116.16,43763.85
421,Haircare Product 421,Beauty,Haircare,Brand A,29530.64,55320.93
422,Furniture Product 422,Home,Furniture,Brand C,14803.2,22558.81
423,Tablet Product 423,Electronics,Tablet,Brand B,27565.42,52005.58
424,Jeans Product 424,Fashion,Jeans,Brand A,26294.47,33837.05
425,Jeans Product 425,Fashion,Jeans,Brand B,1293.9,1744.77
426,Skincare Product 426,Beauty,Skincare,Brand B,26201.11,42439.67
427,Shirt Product 427,Fashion,Shirt,Brand C,9362.0,15424.05
428,Haircare Product 428,Beauty,Haircare,Brand C,23647.87,46498.68
429,Haircare Product 429,Beauty,Haircare,Brand E,24244.77,41212.15
430,Haircare Product 430,Beauty,Haircare,Brand B,3895.29,7547.06
431,Makeup Product 431,Beauty,Makeup,Brand E,17613.67,26344.49
432,Mobile Product 432,Electronics,Mobile,Brand C,11771.27,16527.95
433,Saree Product 433,Fashion,Saree,Brand E,1869.67,2854.85
434,Football Product 434,Sports,Football,Brand E,16078.18,27330.63
435,Tablet Product 435,Electronics,Tablet,Brand E,28718.81,52683.2
436,Cricket Product 436,Sports,Cricket,Brand E,11289.18,19053.71
437,Makeup Product 437,Beauty,Makeup,Brand C,4754.94,6116.85
438,Shirt Product 438,Fashion,Shirt,Brand A,3378.32,6659.82
439,Shirt Product 439,Fashion,Shirt,Brand B,16334.75,19843.01
440,Shirt Product 440,Fashion,Shirt,Brand B,10254.96,17687.08
441,Saree Product 441,Fashion,Saree,Brand E,3579.27,5537.07
442,Decor Product 442,Home,Decor,Brand A,25294.84,42363.51
443,Tablet Product 443,Electronics,Tablet,Brand E,16208.8,25153.73
444,Shirt Product 444,Fashion,Shirt,Brand A,15029.83,21340.81
445,Laptop Product 445,Electronics,Laptop,Brand E,718.18,1094.61
446,Decor Product 446,Home,Decor,Brand E,15325.3,25161.3
447,Jeans Product 447,Fashion,Jeans,Brand A,6892.14,11232.96
448,Shoes Product 448,Fashion,Shoes,Brand A,15523.37,29007.67
449,Makeup Product 449,Beauty,Makeup,Brand D,703.42,1114.05
450,Cricket Product 450,Sports,Cricket,Brand A,29075.25,49442.85
451,Kitchen Product 451,Home,Kitchen,Brand B,23290.53,41733.31
452,Laptop Product 452,Electronics,Laptop,Brand A,16202.82,23447.69
453,Football Product 453,Sports,Football,Brand D,12192.44,16464.51
454,Football Product 454,Sports,Football,Brand B,29233.77,44209.41
455,Mobile Product 455,Electronics,Mobile,Brand D,24316.58,47472.74
456,Saree Product 456,Fashion,Saree,Brand E,16819.6,24089.67
457,Cricket Product 457,Sports,Cricket,Brand C,29127.7,40890.45
458,Decor Product 458,Home,Decor,Brand D,7327.47,12252.08
459,Makeup Product 459,Beauty,Makeup,Brand D,704.49,1139.64
460,Tablet Product 460,Electronics,Tablet,Brand A,24526.77,45017.04
461,Makeup Product 461,Beauty,Makeup,Brand B,4129.19,6632.09
462,Mobile Product 462,Electronics,Mobile,Brand E,27958.58,43633.18
463,Skincare Product 463,Beauty,Skincare,Brand B,21352.07,34381.05
464,Decor Product 464,Home,Decor,Brand A,17019.21,32495.39
465,Haircare Product 465,Beauty,Haircare,Brand E,17466.29,32112.41
466,Fitness Product 466,Sports,Fitness,Brand C,6621.47,11090.68
467,Headphones Product 467,Electronics,Headphones,Brand C,21153.53,31391.26
468,Fitness Product 468,Sports,Fitness,Brand D,6445.44,9886.48
469,Headphones Product 469,Electronics,Headphones,Brand E,11839.12,17219.54
470,Cricket Product 470,Sports,Cricket,Brand B,22012.64,27169.54
471,Headphones Product 471,Electronics,Headphones,Brand A,9619.83,17418.35
472,Cricket Product 472,Sports,Cricket,Brand A,11653.3,20867.72
473,Furniture Product 473,Home,Furniture,Brand D,876.07,1703.8
474,Tablet Product 474,Electronics,Tablet,Brand D,10456.32,14902.73
475,Headphones Product 475,Electronics,Headphones,Brand D,12711.2,24300.9
476,Haircare Product 476,Beauty,Haircare,Brand E,6267.36,8929.42
477,Skincare Product 477,Beauty,Skincare,Brand D,26893.15,36320.2
478,Jeans Product 478,Fashion,Jeans,Brand D,4971.82,5996.93
479,Skincare Product 479,Beauty,Skincare,Brand B,10568.94,14289.93
480,Saree Product 480,Fashion,Saree,Brand E,16446.17,23384.27
481,Makeup Product 481,Beauty,Makeup,Brand B,7875.52,12877.41
482,Football Product 482,Sports,Football,Brand E,11885.41,15387.56
483,Tablet Product 483,Electronics,Tablet,Brand D,9846.74,15826.93
484,Football Product 484,Sports,Football,Brand E,16146.18,25982.54
485,Cricket Product 485,Sports,Cricket,Brand D,7669.2,10609.17
486,Kitchen Product 486,Home,Kitchen,Brand B,17542.42,33807.72
487,Football Product 487,Sports,Football,Brand E,28316.41,51498.56
488,Football Product 488,Sports,Football,Brand A,10811.96,15059.85
489,Skincare Product 489,Beauty,Skincare,Brand B,1665.83,2586.89
490,Cricket Product 490,Sports,Cricket,Brand E,4669.32,8531.45
491,Football Product 491,Sports,Football,Brand B,25106.47,42345.76
492,Haircare Product 492,Beauty,Haircare,Brand E,28178.02,47504.36
493,Cricket Product 493,Sports,Cricket,Brand C,13063.22,19147.84
494,Shirt Product 494,Fashion,Shirt,Brand A,7661.9,14639.45
495,Cricket Product 495,Sports,Cricket,Brand E,1462.02,2408.03
496,Skincare Product 496,Beauty,Skincare,Brand E,10956.95,14425.06
497,Furniture Product 497,Home,Furniture,Brand C,25282.83,33779.91
498,Football Product 498,Sports,Football,Brand C,16901.65,28170.18
499,Haircare Product 499,Beauty,Haircare,Brand E,6102.78,9993.26
500,Kitchen Product 500,Home,Kitchen,Brand B,5498.39,6823.46
