order_id,customer_id,order_date,shipping_date,order_status,shipping_city,shipping_state
1522,2464,2025-03-29,2025-04-04,Shipped,Bulandshahr,Gujarat
1523,27,2026-05-01,2026-05-03,Delivered,Mira-Bhayandar,Delhi
1524,1592,2025-06-28,2025-06-29,Processing,Ludhiana,Rajasthan
1525,2137,2025-09-25,2025-09-27,Delivered,Jamalpur,Andhra Pradesh
1526,2512,2025-11-03,2025-11-09,Delivered,Tinsukia,Maharashtra
1527,2977,2025-07-23,2025-07-28,Delivered,Bokaro,Karnataka
1528,1823,2024-10-20,2024-10-24,Delivered,Gudivada,Telangana
1529,1316,2024-12-28,2024-12-30,Processing,Bhilai,Kerala
1530,1199,2025-03-30,2025-04-06,Delivered,Ongole,Delhi
1531,4176,2024-10-14,2024-10-20,Delivered,Anantapur,Tamil Nadu
1532,1368,2025-11-27,2025-11-28,Delivered,Vijayanagaram,Kerala
1533,2217,2026-09-04,2026-09-10,Processing,Guntakal,Andhra Pradesh
1534,2284,2026-05-13,2026-05-17,Cancelled,Panvel,Delhi
1535,2525,2026-06-10,2026-06-15,Cancelled,Buxar,Rajasthan
1536,2826,2025-10-30,2025-11-06,Shipped,Kozhikode,Gujarat
1537,4015,2026-09-02,2026-09-04,Cancelled,Panihati,Rajasthan
1538,4489,2026-06-21,2026-06-26,Delivered,Chandrapur,Rajasthan
1539,3583,2026-06-02,2026-06-06,Delivered,Tirupati,West Bengal
1540,4116,2025-12-02,2025-12-09,Delivered,Alappuzha,Gujarat
1541,3418,2025-01-30,2025-02-03,Delivered,Bhalswa Jahangir Pur,Delhi
1542,889,2026-08-30,2026-09-02,Delivered,Tirupati,Gujarat
1543,147,2025-05-09,2025-05-16,Shipped,Purnia,West Bengal
1544,4944,2024-09-24,2024-09-30,Processing,Jammu,Delhi
1545,4661,2026-05-01,2026-05-08,Delivered,Hosur,Karnataka
1546,2748,2025-11-24,2025-12-01,Delivered,Chittoor,Maharashtra
1547,1819,2024-09-21,2024-09-27,Cancelled,North Dumdum,Telangana
1548,545,2024-11-18,2024-11-22,Delivered,Mangalore,Maharashtra
1549,1231,2025-11-01,2025-11-05,Cancelled,Bijapur,Gujarat
1550,1513,2025-06-07,2025-06-14,Processing,Jalgaon,Karnataka
1551,1071,2024-10-04,2024-10-11,Delivered,Kozhikode,Kerala
1552,4023,2026-04-08,2026-04-11,Delivered,Gwalior,Andhra Pradesh
1553,801,2026-04-02,2026-04-03,Processing,Karimnagar,Delhi
1554,2824,2025-05-07,2025-05-13,Delivered,Darbhanga,Kerala
1555,4423,2024-11-08,2024-11-10,Cancelled,Bally,Rajasthan
1556,3895,2025-11-03,2025-11-09,Cancelled,Udupi,Maharashtra
1557,2029,2025-01-02,2025-01-04,Delivered,Pimpri-Chinchwad,Rajasthan
1558,2811,2026-07-24,2026-07-30,Delivered,Machilipatnam,Andhra Pradesh
1559,408,2025-08-06,2025-08-09,Shipped,Kirari Suleman Nagar,Andhra Pradesh
1560,106,2025-05-24,2025-05-30,Delivered,Navi Mumbai,Andhra Pradesh
1561,3914,2025-06-21,2025-06-27,Processing,Machilipatnam,Maharashtra
1562,3869,2026-02-28,2026-03-03,Delivered,Nizamabad,Kerala
1563,1869,2025-04-20,2025-04-21,Delivered,Faridabad,Delhi
1564,1353,2025-03-15,2025-03-22,Shipped,Pimpri-Chinchwad,Telangana
1565,4425,2025-09-26,2025-09-27,Delivered,Jalna,Kerala
1566,2769,2026-04-11,2026-04-12,Delivered,Panihati,Telangana
1567,3294,2024-09-28,2024-09-29,Cancelled,Guna,Tamil Nadu
1568,3312,2025-10-06,2025-10-11,Processing,Patiala,Kerala
1569,3320,2026-03-07,2026-03-12,Delivered,Sikar,West Bengal
1570,4379,2025-11-07,2025-11-11,Delivered,Purnia,Andhra Pradesh
1571,2372,2024-10-26,2024-10-31,Cancelled,Rampur,Telangana
1572,3351,2025-06-05,2025-06-10,Delivered,Hindupur,Karnataka
1573,1487,2025-01-15,2025-01-19,Processing,Guntur,Rajasthan
1574,4894,2025-07-26,2025-07-30,Shipped,Aurangabad,Kerala
1575,2496,2025-04-14,2025-04-16,Cancelled,Orai,Kerala
1576,132,2026-03-18,2026-03-23,Delivered,Udupi,West Bengal
1577,1243,2026-01-23,2026-01-27,Delivered,Chennai,Rajasthan
1578,2157,2024-12-01,2024-12-05,Processing,Varanasi,Delhi
1579,3651,2026-04-02,2026-04-05,Delivered,Buxar,Maharashtra
1580,2304,2025-08-19,2025-08-20,Delivered,Narasaraopet,West Bengal
1581,1202,2026-07-07,2026-07-11,Delivered,Mira-Bhayandar,Rajasthan
1582,2161,2024-10-09,2024-10-14,Shipped,Etawah,Gujarat
1583,719,2024-11-14,2024-11-20,Cancelled,Ranchi,Maharashtra
1584,64,2024-12-19,2024-12-21,Delivered,Jamalpur,Gujarat
1585,373,2026-04-03,2026-04-04,Delivered,Cuttack,Karnataka
1586,2515,2025-03-22,2025-03-23,Delivered,Jalgaon,Kerala
1587,1416,2025-11-30,2025-12-01,Delivered,Delhi,Kerala
1588,2769,2026-06-25,2026-06-27,Delivered,Ramgarh,Rajasthan
1589,652,2026-02-02,2026-02-04,Delivered,Morena,Kerala
1590,3002,2025-12-16,2025-12-21,Delivered,Dibrugarh,Delhi
1591,2097,2025-01-21,2025-01-25,Delivered,Tiruvottiyur,Telangana
1592,2058,2025-11-07,2025-11-10,Delivered,North Dumdum,Gujarat
1593,3613,2026-06-09,2026-06-13,Processing,Solapur,Maharashtra
1594,418,2025-08-17,2025-08-19,Delivered,Mahbubnagar,Gujarat
1595,9,2026-02-01,2026-02-06,Delivered,Gwalior,Delhi
1596,1553,2025-04-25,2025-05-02,Delivered,Surat,Karnataka
1597,3717,2026-08-21,2026-08-24,Delivered,Thanjavur,Delhi
1598,4302,2026-06-25,2026-06-29,Delivered,Barasat,Tamil Nadu
1599,913,2026-03-12,2026-03-13,Processing,Tirupati,Kerala
1600,3562,2026-08-29,2026-08-31,Delivered,Dewas,West Bengal
1601,1933,2025-11-27,2025-11-28,Delivered,Patiala,Andhra Pradesh
1602,199,2025-12-14,2025-12-15,Delivered,Kozhikode,Kerala
1603,474,2025-07-14,2025-07-19,Shipped,Sri Ganganagar,Kerala
1604,1849,2025-12-29,2026-01-02,Processing,Hazaribagh,Karnataka
1605,3271,2026-09-06,2026-09-10,Delivered,Coimbatore,West Bengal
1606,4011,2025-02-03,2025-02-06,Delivered,Ramgarh,Karnataka
1607,2182,2026-05-25,2026-05-26,Cancelled,Hospet,Andhra Pradesh
1608,1022,2025-03-20,2025-03-21,Delivered,Surendranagar Dudhrej,Delhi
1609,1516,2025-09-25,2025-10-02,Cancelled,Rampur,Telangana
1610,1077,2025-05-06,2025-05-07,Shipped,Farrukhabad,Tamil Nadu
1611,2960,2025-02-18,2025-02-25,Delivered,Avadi,Andhra Pradesh
1612,3623,2026-01-14,2026-01-17,Cancelled,Kadapa,Maharashtra
1613,4801,2025-10-07,2025-10-09,Delivered,Mahbubnagar,Delhi
1614,3827,2026-07-23,2026-07-28,Delivered,Mirzapur,Rajasthan
1615,319,2025-09-23,2025-09-28,Delivered,Naihati,Maharashtra
1616,2665,2026-08-21,2026-08-28,Shipped,Aizawl,Delhi
1617,1288,2025-03-10,2025-03-11,Delivered,Sangli-Miraj & Kupwad,Kerala
1618,1376,2026-01-07,2026-01-08,Delivered,Kamarhati,Rajasthan
1619,4466,2025-04-15,2025-04-18,Delivered,Sagar,Maharashtra
1620,1221,2024-12-24,2024-12-27,Shipped,Chittoor,West Bengal
1621,720,2025-12-13,2025-12-16,Cancelled,Dhanbad,Karnataka
1622,3770,2026-01-17,2026-01-18,Delivered,Dhanbad,West Bengal
1623,3170,2025-12-02,2025-12-06,Shipped,Bangalore,Andhra Pradesh
1624,3331,2025-12-29,2026-01-05,Cancelled,Gurgaon,Maharashtra
1625,3322,2026-03-14,2026-03-17,Delivered,Karawal Nagar,Gujarat
1626,3992,2025-03-14,2025-03-16,Delivered,Vijayanagaram,Karnataka
1627,125,2024-12-25,2024-12-31,Cancelled,Rourkela,Kerala
1628,2921,2025-07-29,2025-07-31,Delivered,Durgapur,West Bengal
1629,1377,2024-12-24,2024-12-30,Delivered,Bhilwara,Karnataka
1630,1753,2025-12-23,2025-12-30,Processing,Patna,Maharashtra
1631,1627,2025-03-08,2025-03-13,Delivered,Khora ,Maharashtra
1632,890,2025-03-16,2025-03-21,Delivered,Hindupur,Rajasthan
1633,4276,2026-05-01,2026-05-07,Delivered,Agartala,Maharashtra
1634,1813,2026-09-04,2026-09-08,Shipped,Salem,Telangana
1635,248,2026-02-27,2026-03-04,Delivered,Siliguri,Maharashtra
1636,4626,2025-09-15,2025-09-21,Shipped,Moradabad,Tamil Nadu
1637,3323,2026-03-24,2026-03-30,Delivered,Jaunpur,Kerala
1638,4325,2025-02-08,2025-02-11,Delivered,Tenali,Andhra Pradesh
1639,3468,2025-05-17,2025-05-21,Processing,Rampur,Tamil Nadu
1640,4475,2025-10-04,2025-10-07,Delivered,Bidar,West Bengal
1641,3693,2025-12-05,2025-12-07,Delivered,Hyderabad,Kerala
1642,906,2026-01-23,2026-01-30,Delivered,Nagaon,Kerala
1643,4619,2025-04-12,2025-04-14,Delivered,Phagwara,Tamil Nadu
1644,573,2026-05-30,2026-06-05,Delivered,Bellary,West Bengal
1645,1293,2025-06-01,2025-06-07,Delivered,Sultan Pur Majra,Tamil Nadu
1646,2486,2026-06-02,2026-06-08,Delivered,Ujjain,Maharashtra
1647,3394,2025-01-18,2025-01-25,Cancelled,North Dumdum,Telangana
1648,3610,2026-01-09,2026-01-11,Shipped,Vijayanagaram,Rajasthan
1649,994,2026-08-27,2026-08-30,Cancelled,Morena,Maharashtra
1650,3447,2026-05-30,2026-06-01,Delivered,Nagercoil,Gujarat
1651,658,2025-03-30,2025-04-04,Shipped,Gulbarga,Maharashtra
1652,2610,2025-01-25,2025-01-26,Delivered,Ujjain,Gujarat
1653,795,2026-04-17,2026-04-21,Delivered,Kirari Suleman Nagar,Andhra Pradesh
1654,2665,2026-04-06,2026-04-08,Delivered,Sambhal,Andhra Pradesh
1655,1958,2025-05-28,2025-06-02,Processing,Kalyan-Dombivli,Rajasthan
1656,3563,2026-03-31,2026-04-07,Cancelled,Asansol,West Bengal
1657,3622,2026-01-01,2026-01-05,Cancelled,Ramgarh,Delhi
1658,4514,2024-10-17,2024-10-21,Delivered,Bhiwani,Delhi
1659,3433,2025-05-09,2025-05-12,Shipped,Vellore,Rajasthan
1660,3749,2024-11-09,2024-11-15,Delivered,Barasat,Kerala
1661,3531,2025-01-09,2025-01-12,Cancelled,Ambala,West Bengal
1662,3871,2025-10-02,2025-10-07,Delivered,Anantapur,Maharashtra
1663,335,2025-05-23,2025-05-27,Delivered,Faridabad,Tamil Nadu
1664,925,2026-03-26,2026-03-29,Shipped,Belgaum,Karnataka
1665,4440,2026-01-29,2026-02-04,Delivered,Amravati,Delhi
1666,4357,2025-07-26,2025-07-28,Delivered,Khora ,Rajasthan
1667,4296,2025-01-07,2025-01-11,Delivered,Bhiwani,West Bengal
1668,4662,2025-08-27,2025-09-02,Delivered,Agartala,Tamil Nadu
1669,28,2025-12-05,2025-12-12,Cancelled,Thiruvananthapuram,West Bengal
1670,2428,2025-05-13,2025-05-18,Delivered,Ramgarh,Delhi
1671,3356,2025-07-25,2025-08-01,Cancelled,Bally,Gujarat
1672,4903,2025-05-24,2025-05-25,Delivered,Gudivada,Delhi
1673,3805,2026-07-21,2026-07-22,Cancelled,Sri Ganganagar,Andhra Pradesh
1674,4962,2025-01-31,2025-02-06,Delivered,Proddatur,West Bengal
1675,525,2026-03-10,2026-03-12,Shipped,Thanjavur,Karnataka
1676,3927,2025-09-07,2025-09-14,Delivered,Kulti,Telangana
1677,2960,2026-06-22,2026-06-25,Delivered,Korba,Karnataka
1678,2024,2025-03-28,2025-04-01,Delivered,Ongole,Telangana
1679,2479,2025-03-17,2025-03-20,Cancelled,Mau,Tamil Nadu
1680,4460,2025-03-30,2025-04-01,Processing,Dhanbad,Gujarat
1681,3224,2025-02-05,2025-02-12,Delivered,Bhusawal,Tamil Nadu
1682,2252,2025-05-16,2025-05-18,Shipped,Mangalore,Kerala
1683,4064,2025-01-14,2025-01-16,Delivered,Fatehpur,Gujarat
1684,774,2025-04-02,2025-04-03,Delivered,Jehanabad,Gujarat
1685,1570,2025-11-10,2025-11-16,Delivered,Jhansi,Gujarat
1686,4214,2026-03-27,2026-03-29,Shipped,Sangli-Miraj & Kupwad,Gujarat
1687,4966,2024-10-30,2024-11-06,Delivered,Berhampur,Delhi
1688,1222,2025-06-14,2025-06-20,Processing,North Dumdum,Karnataka
1689,3201,2026-08-30,2026-09-03,Processing,Silchar,Telangana
1690,167,2024-10-25,2024-10-26,Delivered,Kulti,Gujarat
1691,1430,2026-06-18,2026-06-20,Processing,Khammam,Tamil Nadu
1692,3112,2024-12-01,2024-12-08,Delivered,Morbi,Maharashtra
1693,3958,2026-03-22,2026-03-27,Shipped,Ambarnath,Rajasthan
1694,1967,2025-06-21,2025-06-28,Delivered,Deoghar,West Bengal
1695,823,2026-07-17,2026-07-24,Processing,Meerut,Karnataka
1696,3866,2026-06-04,2026-06-10,Cancelled,Faridabad,Gujarat
1697,1465,2025-04-18,2025-04-23,Processing,Saharanpur,Kerala
1698,3188,2026-08-14,2026-08-21,Processing,Mau,Delhi
1699,1564,2025-07-20,2025-07-26,Delivered,Madurai,Karnataka
1700,1503,2024-11-18,2024-11-22,Shipped,Serampore,Maharashtra
1701,1316,2026-06-11,2026-06-15,Cancelled,Chandigarh,Kerala
1702,2071,2024-12-29,2025-01-05,Delivered,Muzaffarpur,Delhi
1703,4978,2025-10-19,2025-10-21,Shipped,Shivpuri,Gujarat
1704,1967,2026-05-09,2026-05-12,Shipped,Dharmavaram,Maharashtra
1705,2251,2024-11-27,2024-11-29,Processing,Hapur,West Bengal
1706,2155,2026-08-20,2026-08-24,Cancelled,Karnal,Telangana
1707,969,2026-03-27,2026-03-28,Processing,Tirupati,Kerala
1708,2736,2026-01-05,2026-01-10,Delivered,Coimbatore,Delhi
1709,3985,2026-01-09,2026-01-16,Delivered,Bhubaneswar,Telangana
1710,1609,2025-06-03,2025-06-08,Cancelled,Satara,Telangana
1711,13,2025-06-23,2025-06-28,Cancelled,Bhilai,Delhi
1712,4168,2026-08-13,2026-08-20,Delivered,Bhiwani,Karnataka
1713,1866,2026-05-30,2026-06-06,Shipped,Malegaon,Rajasthan
1714,1313,2025-10-22,2025-10-25,Shipped,Alwar,Maharashtra
1715,4705,2025-08-02,2025-08-09,Delivered,Pune,Delhi
1716,3438,2026-07-02,2026-07-03,Delivered,Jamshedpur,Maharashtra
1717,4414,2026-04-19,2026-04-23,Delivered,Guntur,Delhi
1718,3266,2026-07-06,2026-07-11,Shipped,Jorhat,Rajasthan
1719,2447,2026-02-10,2026-02-15,Delivered,Bhiwani,Andhra Pradesh
1720,3223,2025-03-21,2025-03-23,Cancelled,Mira-Bhayandar,Gujarat
1721,2552,2024-09-25,2024-10-02,Delivered,Berhampore,Delhi
1722,4359,2025-08-22,2025-08-24,Cancelled,Satara,Andhra Pradesh
1723,718,2024-10-20,2024-10-27,Shipped,Jamnagar,Rajasthan
1724,3266,2024-10-30,2024-11-06,Delivered,Medininagar,Kerala
1725,2531,2025-11-28,2025-11-30,Delivered,Orai,Rajasthan
1726,15,2026-06-08,2026-06-14,Processing,Bidar,Tamil Nadu
1727,2582,2025-12-24,2025-12-25,Delivered,Jaunpur,Telangana
1728,3080,2026-07-31,2026-08-04,Delivered,Farrukhabad,Kerala
1729,780,2025-02-12,2025-02-19,Delivered,Bhusawal,Andhra Pradesh
1730,3865,2024-10-06,2024-10-10,Processing,Guntakal,Karnataka
1731,325,2024-10-17,2024-10-20,Delivered,Varanasi,Tamil Nadu
1732,677,2024-11-18,2024-11-21,Processing,Erode,Delhi
1733,4889,2026-04-10,2026-04-14,Delivered,Dhanbad,Telangana
1734,3076,2026-04-10,2026-04-13,Delivered,Ghaziabad,Rajasthan
1735,4895,2025-01-11,2025-01-17,Delivered,Anand,Delhi
1736,4317,2025-10-30,2025-11-03,Delivered,Siwan,Delhi
1737,2259,2025-12-23,2025-12-25,Cancelled,Agra,Tamil Nadu
1738,4982,2025-04-24,2025-05-01,Delivered,Raipur,Gujarat
1739,1272,2025-07-14,2025-07-20,Shipped,Miryalaguda,Telangana
1740,3464,2025-10-29,2025-11-05,Delivered,Vellore,Rajasthan
1741,4134,2025-10-17,2025-10-18,Delivered,Jorhat,Karnataka
1742,606,2026-04-11,2026-04-16,Processing,Hubli–Dharwad,Maharashtra
1743,775,2025-11-01,2025-11-06,Processing,Bidar,Tamil Nadu
1744,4031,2026-09-11,2026-09-12,Delivered,Etawah,Delhi
1745,3323,2026-01-18,2026-01-24,Cancelled,Gudivada,Kerala
1746,485,2025-07-11,2025-07-18,Delivered,Silchar,Maharashtra
1747,3997,2026-04-30,2026-05-07,Delivered,Nadiad,Karnataka
1748,1710,2025-09-24,2025-09-25,Delivered,Loni,Gujarat
1749,4274,2024-10-14,2024-10-19,Delivered,Nangloi Jat,Kerala
1750,4187,2025-01-17,2025-01-20,Delivered,Sangli-Miraj & Kupwad,Telangana
1751,3695,2026-06-20,2026-06-21,Delivered,Begusarai,Andhra Pradesh
1752,4234,2024-12-14,2024-12-16,Delivered,Sultan Pur Majra,Kerala
1753,3013,2025-01-15,2025-01-21,Shipped,Berhampore,Tamil Nadu
1754,3762,2025-02-28,2025-03-02,Delivered,Bidar,Delhi
1755,2036,2025-04-25,2025-04-28,Delivered,Kirari Suleman Nagar,Andhra Pradesh
1756,1689,2025-10-23,2025-10-30,Processing,Bhopal,Telangana
1757,3344,2025-11-06,2025-11-13,Delivered,Dhanbad,Maharashtra
1758,2982,2026-05-08,2026-05-11,Delivered,Mahbubnagar,Delhi
1759,2816,2025-08-28,2025-08-31,Delivered,Kota,Tamil Nadu
1760,1743,2026-01-29,2026-01-31,Delivered,Sri Ganganagar,Gujarat
1761,3535,2025-04-26,2025-04-28,Processing,Bulandshahr,Telangana
1762,2783,2025-09-11,2025-09-13,Delivered,Bhilwara,Karnataka
1763,1635,2025-07-16,2025-07-23,Shipped,Firozabad,Maharashtra
1764,4229,2025-11-30,2025-12-02,Processing,Raebareli,Rajasthan
1765,1401,2025-07-09,2025-07-13,Cancelled,Hospet,West Bengal
1766,3134,2025-07-04,2025-07-09,Shipped,Kishanganj,Delhi
1767,4003,2025-06-07,2025-06-11,Processing,Salem,Telangana
1768,1835,2024-11-22,2024-11-25,Delivered,Avadi,Kerala
1769,4132,2025-06-20,2025-06-21,Cancelled,Ranchi,West Bengal
1770,2354,2025-06-17,2025-06-19,Cancelled,Rewa,Tamil Nadu
1771,1435,2025-02-25,2025-03-03,Shipped,Kulti,Tamil Nadu
1772,3635,2026-09-07,2026-09-08,Delivered,Ambala,Karnataka
1773,2013,2024-10-25,2024-10-29,Delivered,Bhagalpur,Karnataka
1774,2804,2025-12-19,2025-12-23,Delivered,Pune,Rajasthan
1775,2699,2026-03-31,2026-04-02,Cancelled,Guntur,Karnataka
1776,1143,2025-06-16,2025-06-19,Delivered,Haldia,Maharashtra
1777,1104,2025-06-02,2025-06-03,Cancelled,Mathura,Delhi
1778,219,2026-05-09,2026-05-15,Shipped,Morena,Kerala
1779,4614,2025-09-27,2025-09-28,Delivered,Surat,Gujarat
1780,4910,2026-02-25,2026-02-27,Processing,Navi Mumbai,Andhra Pradesh
1781,4038,2025-07-09,2025-07-11,Delivered,Proddatur,Tamil Nadu
1782,432,2025-09-26,2025-09-30,Delivered,Guntakal,Maharashtra
1783,948,2026-05-18,2026-05-19,Shipped,Vijayanagaram,Maharashtra
1784,2983,2024-12-10,2024-12-14,Shipped,Ichalkaranji,Karnataka
1785,83,2025-11-17,2025-11-24,Delivered,Jamnagar,Telangana
1786,4090,2024-09-27,2024-09-28,Delivered,Asansol,Telangana
1787,2700,2025-04-09,2025-04-10,Delivered,Durgapur,West Bengal
1788,1695,2025-07-06,2025-07-09,Shipped,Naihati,Gujarat
1789,278,2025-05-25,2025-05-27,Processing,Howrah,Maharashtra
1790,4874,2025-06-10,2025-06-15,Delivered,Gudivada,Tamil Nadu
1791,3655,2024-10-12,2024-10-14,Shipped,Phusro,West Bengal
1792,940,2025-12-17,2025-12-22,Delivered,Tezpur,Tamil Nadu
1793,4338,2026-07-07,2026-07-11,Delivered,Rewa,Kerala
1794,3364,2026-01-21,2026-01-28,Delivered,Patiala,Maharashtra
1795,1233,2025-10-27,2025-10-31,Delivered,Bhavnagar,Rajasthan
1796,2074,2025-05-16,2025-05-20,Cancelled,Jalandhar,Maharashtra
1797,4224,2025-07-19,2025-07-21,Shipped,Ahmedabad,Rajasthan
1798,4667,2025-02-22,2025-02-28,Processing,Kulti,West Bengal
1799,3921,2025-10-31,2025-11-05,Shipped,Allahabad,Maharashtra
1800,51,2024-10-09,2024-10-10,Delivered,Amaravati,Kerala
1801,1361,2024-11-18,2024-11-19,Processing,Rajahmundry,Rajasthan
1802,3803,2025-05-19,2025-05-22,Delivered,Srikakulam,Gujarat
1803,2902,2025-05-14,2025-05-18,Delivered,Surat,Maharashtra
1804,269,2025-10-04,2025-10-09,Cancelled,Aligarh,Gujarat
1805,3639,2025-08-23,2025-08-24,Delivered,Satara,Gujarat
1806,3208,2025-04-16,2025-04-19,Shipped,Munger,Telangana
1807,4371,2025-01-14,2025-01-16,Processing,Jammu,Tamil Nadu
1808,440,2025-06-24,2025-07-01,Cancelled,Nagaon,Rajasthan
1809,4968,2026-01-01,2026-01-08,Delivered,Sangli-Miraj & Kupwad,Gujarat
1810,2753,2025-01-08,2025-01-10,Delivered,Bhatpara,Rajasthan
1811,1111,2025-09-04,2025-09-09,Delivered,Sambhal,Telangana
1812,4511,2024-10-31,2024-11-02,Delivered,Dehradun,Gujarat
1813,1257,2024-12-25,2024-12-29,Delivered,Agra,Rajasthan
1814,4264,2024-12-27,2024-12-30,Cancelled,Baranagar,Gujarat
1815,1410,2024-10-18,2024-10-24,Shipped,Eluru,Rajasthan
1816,3347,2026-04-18,2026-04-19,Delivered,Bidhannagar,Karnataka
1817,2912,2026-07-12,2026-07-16,Processing,Udaipur,Tamil Nadu
1818,4246,2025-06-24,2025-06-30,Processing,Arrah,Maharashtra
1819,1453,2025-10-25,2025-10-26,Processing,Firozabad,Karnataka
1820,3072,2024-12-06,2024-12-12,Delivered,Guna,Karnataka
1821,3368,2026-08-04,2026-08-05,Cancelled,Naihati,Rajasthan
1822,1604,2024-11-10,2024-11-11,Cancelled,Sambhal,Delhi
1823,4443,2025-08-19,2025-08-26,Delivered,Hosur,Telangana
1824,4831,2026-06-02,2026-06-06,Shipped,Bokaro,Andhra Pradesh
1825,355,2025-03-05,2025-03-12,Delivered,Morbi,Delhi
1826,3440,2025-11-01,2025-11-05,Cancelled,Bally,Delhi
1827,3474,2025-09-30,2025-10-03,Cancelled,Ballia,West Bengal
1828,3922,2025-11-24,2025-11-28,Processing,Jammu,West Bengal
1829,3304,2025-08-07,2025-08-12,Shipped,Khammam,Telangana
1830,1291,2025-01-05,2025-01-09,Processing,Katni,Karnataka
1831,502,2026-01-05,2026-01-11,Delivered,Suryapet,West Bengal
1832,387,2026-06-09,2026-06-14,Delivered,Avadi,Andhra Pradesh
1833,2148,2025-05-11,2025-05-18,Shipped,Kanpur,Rajasthan
1834,353,2025-01-08,2025-01-14,Shipped,Rampur,Delhi
1835,1303,2026-03-11,2026-03-18,Processing,Chandrapur,West Bengal
1836,526,2025-11-08,2025-11-10,Shipped,Jhansi,Kerala
1837,3631,2026-04-03,2026-04-05,Cancelled,Sambalpur,Maharashtra
1838,3810,2026-07-24,2026-07-28,Delivered,Noida,Maharashtra
1839,2908,2025-09-11,2025-09-15,Processing,Dewas,Kerala
1840,2490,2025-06-30,2025-07-03,Delivered,Kamarhati,Tamil Nadu
1841,3265,2024-11-14,2024-11-15,Shipped,Katihar,West Bengal
1842,2294,2024-10-12,2024-10-14,Delivered,Nadiad,Kerala
1843,1012,2026-02-27,2026-03-01,Delivered,Dharmavaram,Rajasthan
1844,3028,2026-06-10,2026-06-16,Delivered,Firozabad,Andhra Pradesh
1845,3385,2026-05-23,2026-05-29,Cancelled,Mahbubnagar,Maharashtra
1846,798,2026-05-03,2026-05-04,Delivered,Chapra,Kerala
1847,3685,2025-08-01,2025-08-04,Delivered,Yamunanagar,West Bengal
1848,4702,2024-11-23,2024-11-29,Delivered,Bilaspur,Maharashtra
1849,1464,2025-09-05,2025-09-12,Delivered,Orai,Kerala
1850,4436,2025-12-03,2025-12-06,Delivered,Kota,Andhra Pradesh
1851,3173,2026-06-12,2026-06-16,Cancelled,Satna,Telangana
1852,4025,2026-07-07,2026-07-14,Shipped,Khora ,Tamil Nadu
1853,2121,2025-01-07,2025-01-14,Delivered,Shivpuri,Delhi
1854,2529,2025-08-01,2025-08-03,Delivered,Ramagundam,Rajasthan
1855,952,2024-11-06,2024-11-12,Delivered,Muzaffarnagar,Delhi
1856,2135,2025-04-09,2025-04-14,Cancelled,Parbhani,Kerala
1857,2804,2024-11-29,2024-12-04,Delivered,Coimbatore,Telangana
1858,4594,2025-10-23,2025-10-29,Delivered,Bhubaneswar,Tamil Nadu
1859,462,2026-07-16,2026-07-20,Delivered,Bijapur,Andhra Pradesh
1860,417,2024-09-25,2024-10-02,Delivered,Guwahati,Karnataka
1861,4368,2026-03-13,2026-03-18,Delivered,Sangli-Miraj & Kupwad,Delhi
1862,3502,2025-05-20,2025-05-23,Delivered,Raiganj,Gujarat
1863,3291,2026-07-28,2026-08-02,Delivered,Tirupati,Andhra Pradesh
1864,2526,2025-05-18,2025-05-24,Cancelled,Agra,Tamil Nadu
1865,2031,2025-10-13,2025-10-18,Shipped,Vijayanagaram,Telangana
1866,2427,2024-09-19,2024-09-24,Delivered,Nashik,Karnataka
1867,3499,2026-06-06,2026-06-07,Shipped,Malda,Andhra Pradesh
1868,4310,2024-12-04,2024-12-11,Cancelled,Ambala,Telangana
1869,718,2025-09-09,2025-09-16,Delivered,Coimbatore,Karnataka
1870,2486,2024-10-04,2024-10-07,Cancelled,Vasai-Virar,West Bengal
1871,1456,2025-04-10,2025-04-13,Delivered,Pali,Gujarat
1872,4231,2025-04-17,2025-04-21,Delivered,Bhalswa Jahangir Pur,Karnataka
1873,1322,2024-12-24,2024-12-26,Shipped,Berhampore,Rajasthan
1874,1709,2025-05-30,2025-06-04,Shipped,Ghaziabad,Kerala
1875,401,2025-04-14,2025-04-21,Delivered,Malda,Delhi
1876,1915,2026-04-04,2026-04-11,Delivered,Indore,West Bengal
1877,42,2025-03-09,2025-03-11,Delivered,Hospet,Tamil Nadu
1878,711,2025-04-12,2025-04-15,Delivered,Tadipatri,Rajasthan
1879,4879,2026-01-18,2026-01-19,Delivered,Delhi,Tamil Nadu
1880,3595,2025-12-31,2026-01-07,Delivered,Shahjahanpur,Delhi
1881,1779,2026-01-03,2026-01-07,Cancelled,Berhampur,Andhra Pradesh
1882,1280,2025-07-20,2025-07-24,Cancelled,Hubli–Dharwad,Karnataka
1883,1894,2025-02-09,2025-02-16,Delivered,Dewas,Maharashtra
1884,444,2024-11-11,2024-11-14,Shipped,Kharagpur,Tamil Nadu
1885,4678,2024-10-01,2024-10-03,Cancelled,Rourkela,West Bengal
1886,3096,2025-08-15,2025-08-19,Delivered,Etawah,Telangana
1887,1865,2025-03-18,2025-03-24,Delivered,Miryalaguda,Delhi
1888,2641,2024-10-23,2024-10-30,Cancelled,Unnao,Andhra Pradesh
1889,2334,2026-09-06,2026-09-13,Delivered,New Delhi,Andhra Pradesh
1890,384,2024-11-25,2024-11-27,Delivered,Jodhpur,Maharashtra
